region,room_availability_bs,price,rating,rating_count,transaction_count,tipe_kos,room_area,is_discount,is_electricity,is_kamar_mandi_dalam,is_kloset_duduk,fac_keamanan,fac_sirkulasi_udara,fac_parkir_motor,fac_parkir_mobil,fac_ruang_bersama,fac_layanan_kebersihan,fac_area_jemur,is_full_furnished,fac_ac,fac_tv,fac_bantal,fac_cermin,fac_shower,fac_air_panas,fac_wifi,fac_kulkas,fac_dapur,fac_dispenser,fac_kipas_angin,fac_kursi,fac_guling,fac_wastafel,fac_ember_mandi,fac_mesin_cuci,fac_bak_mandi
Jakarta Pusat,0.00,3500000.00,0.00,0.00,0.00,Kos Campur,12.00,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Pusat,0.00,3500000.00,0.00,0.00,0.00,Kos Campur,12.00,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Barat,0.00,4100000.00,0.00,0.00,1.00,Kos Campur,13.50,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
Jakarta Selatan,0.00,3750000.00,0.00,0.00,5.00,Kos Campur,14.40,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Selatan,0.00,4000000.00,0.00,0.00,2.00,Kos Campur,16.50,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Barat,0.00,2750000.00,0.00,0.00,0.00,Kos Putri,12.00,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Barat,0.00,3000000.00,0.00,0.00,0.00,Kos Putri,12.00,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Barat,0.00,2700000.00,4.90,2.00,3.00,Kos Campur,16.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0
Jakarta Pusat,0.00,2400000.00,0.00,0.00,1.00,Kos Campur,16.00,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0
Jakarta Pusat,0.00,2000000.00,0.00,0.00,1.00,Kos Campur,12.00,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0
Jakarta Pusat,2.00,3750000.00,0.00,0.00,0.00,Kos Campur,12.00,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
Jakarta Pusat,0.00,4000000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
Jakarta Pusat,0.00,4500000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
Jakarta Pusat,0.00,4250000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
Jakarta Pusat,0.00,3500000.00,0.00,0.00,0.00,Kos Campur,12.00,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Pusat,0.00,3500000.00,0.00,0.00,0.00,Kos Campur,13.50,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Pusat,0.00,3000000.00,0.00,0.00,0.00,Kos Campur,10.50,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Pusat,0.00,3700000.00,0.00,0.00,0.00,Kos Campur,13.50,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Utara,0.00,1700000.00,0.00,0.00,5.00,Kos Campur,9.00,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0
Jakarta Utara,0.00,2700000.00,0.00,0.00,0.00,Kos Campur,16.00,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0
Jakarta Utara,0.00,2200000.00,0.00,0.00,0.00,Kos Campur,16.00,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
Jakarta Barat,0.00,2700000.00,0.00,0.00,9.00,Kos Campur,12.00,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0
Jakarta Barat,0.00,3000000.00,0.00,0.00,0.00,Kos Campur,12.00,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Jakarta Utara,1.00,1650000.00,0.00,0.00,0.00,Kos Campur,9.00,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Jakarta Utara,0.00,1850000.00,0.00,0.00,0.00,Kos Campur,16.00,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
Jakarta Selatan,0.00,2000000.00,4.00,3.00,8.00,Kos Putri,9.00,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
Jakarta Utara,2.00,2300000.00,0.00,0.00,0.00,Kos Campur,8.50,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
Jakarta Pusat,1.00,1150000.00,0.00,0.00,0.00,Kos Campur,9.00,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,0.00,1050000.00,5.00,2.00,7.00,Kos Campur,9.00,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0
Jakarta Utara,1.00,1200000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0
Jakarta Barat,0.00,2250000.00,0.00,0.00,2.00,Kos Campur,10.50,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0
Jakarta Pusat,0.00,2650000.00,0.00,0.00,1.00,Kos Campur,9.00,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0
Jakarta Barat,1.00,1900000.00,0.00,0.00,0.00,Kos Campur,16.00,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Jakarta Timur,1.00,1700000.00,5.00,5.00,10.00,Kos Campur,9.00,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0
Jakarta Timur,1.00,900000.00,0.00,0.00,1.00,Kos Campur,9.00,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Jakarta Barat,0.00,3000000.00,0.00,0.00,8.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0
Jakarta Timur,1.00,2100000.00,4.50,26.00,159.00,Kos Campur,21.00,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
Jakarta Timur,0.00,1100000.00,0.00,0.00,2.00,Kos Campur,12.00,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Jakarta Barat,1.00,900000.00,0.00,0.00,0.00,Kos Campur,9.00,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Jakarta Utara,2.00,3001500.00,0.00,0.00,3.00,Kos Campur,16.00,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0
Jakarta Timur,3.00,1300000.00,5.00,3.00,2.00,Kos Putri,12.00,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0
Jakarta Selatan,0.00,1000000.00,0.00,0.00,0.00,Kos Campur,12.00,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
Jakarta Utara,0.00,1900000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
Jakarta Pusat,1.00,2300000.00,0.00,0.00,0.00,Kos Campur,20.00,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0
Jakarta Barat,1.00,2500000.00,0.00,0.00,1.00,Kos Campur,9.00,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
Jakarta Timur,2.00,700000.00,0.00,0.00,1.00,Kos Putra,10.50,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Jakarta Utara,0.00,2450000.00,0.00,0.00,0.00,Kos Putri,9.00,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
Jakarta Timur,2.00,3500000.00,0.00,0.00,1.00,Kos Campur,18.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0
Jakarta Timur,0.00,700000.00,0.00,0.00,1.00,Kos Campur,12.00,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jakarta Barat,0.00,3100000.00,0.00,0.00,0.00,Kos Campur,18.00,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0
Jakarta Utara,1.00,1500000.00,0.00,0.00,3.00,Kos Campur,12.00,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Jakarta Timur,2.00,3500000.00,0.00,0.00,2.00,Kos Campur,30.00,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Timur,2.00,3500000.00,0.00,0.00,2.00,Kos Campur,30.00,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Timur,2.00,3500000.00,0.00,0.00,2.00,Kos Campur,30.00,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Timur,2.00,3500000.00,0.00,0.00,2.00,Kos Campur,30.00,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Timur,2.00,3500000.00,0.00,0.00,2.00,Kos Campur,30.00,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Utara,1.00,1550000.00,4.90,5.00,10.00,Kos Putri,6.00,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0
Jakarta Selatan,0.00,3750000.00,0.00,0.00,6.00,Kos Campur,15.00,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0
Jakarta Selatan,0.00,4000000.00,0.00,0.00,2.00,Kos Campur,13.50,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0
Jakarta Selatan,0.00,4000000.00,0.00,0.00,6.00,Kos Campur,16.50,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0
Jakarta Barat,0.00,2600000.00,0.00,0.00,16.00,Kos Campur,9.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
Jakarta Utara,3.00,1400000.00,0.00,0.00,1.00,Kos Campur,7.50,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0
Jakarta Utara,3.00,2900000.00,4.50,3.00,13.00,Kos Campur,10.24,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0
Jakarta Utara,0.00,2200000.00,4.90,18.00,29.00,Kos Campur,9.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
Jakarta Utara,2.00,2100000.00,5.00,1.00,0.00,Kos Putri,12.00,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
Jakarta Utara,0.00,750000.00,0.00,0.00,1.00,Kos Campur,4.00,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0
Jakarta Utara,0.00,750000.00,0.00,0.00,1.00,Kos Campur,4.00,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0
Jakarta Utara,0.00,950000.00,0.00,0.00,1.00,Kos Campur,5.00,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0
Jakarta Utara,0.00,950000.00,0.00,0.00,0.00,Kos Campur,9.00,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0
Jakarta Barat,1.00,2300000.00,5.00,1.00,9.00,Kos Campur,9.00,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0
Jakarta Utara,0.00,1600000.00,0.00,0.00,0.00,Kos Campur,9.00,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0
Jakarta Timur,0.00,1600000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
Jakarta Barat,2.00,1750000.00,0.00,0.00,4.00,Kos Putri,8.14,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
Jakarta Utara,0.00,2500000.00,0.00,0.00,1.00,Kos Campur,24.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
Jakarta Utara,2.00,1950000.00,4.00,1.00,6.00,Kos Campur,12.00,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0
Jakarta Barat,2.00,3200000.00,0.00,0.00,6.00,Kos Campur,15.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
Jakarta Timur,2.00,1500000.00,0.00,0.00,1.00,Kos Campur,12.00,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0
Jakarta Utara,3.00,1350000.00,5.00,4.00,5.00,Kos Campur,6.00,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
Jakarta Utara,0.00,1600000.00,0.00,0.00,17.00,Kos Putri,7.50,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0
Jakarta Utara,0.00,1600000.00,0.00,0.00,17.00,Kos Putri,7.50,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0
Jakarta Barat,1.00,3500000.00,0.00,0.00,0.00,Kos Campur,20.00,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
Jakarta Pusat,0.00,3000000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Jakarta Barat,0.00,1800000.00,0.00,0.00,8.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0
Jakarta Timur,0.00,1600000.00,0.00,0.00,0.00,Kos Putra,17.50,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0
Jakarta Utara,1.00,1900000.00,0.00,0.00,0.00,Kos Campur,12.00,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0
Jakarta Timur,0.00,2350000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,0.00,1500000.00,0.00,0.00,1.00,Kos Campur,12.00,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0
Jakarta Timur,0.00,1600000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0
Jakarta Timur,0.00,1020000.00,0.00,0.00,0.00,Kos Campur,20.00,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
Jakarta Barat,2.00,1490000.00,4.60,2.00,6.00,Kos Campur,6.00,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0
Jakarta Pusat,2.00,950000.00,5.00,1.00,2.00,Kos Putri,9.00,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
Jakarta Selatan,1.00,1100000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
Jakarta Utara,0.00,1600000.00,0.00,0.00,0.00,Kos Campur,9.00,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
Jakarta Utara,0.00,1000000.00,0.00,0.00,1.00,Kos Campur,12.00,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
Jakarta Utara,0.00,1350000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
Jakarta Utara,1.00,900000.00,0.00,0.00,0.00,Kos Campur,12.25,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Jakarta Utara,2.00,1000000.00,4.60,1.00,0.00,Kos Campur,9.00,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Jakarta Utara,0.00,850000.00,0.00,0.00,13.00,Kos Campur,9.00,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0
Jakarta Utara,0.00,1600000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
Jakarta Utara,1.00,2400000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
Jakarta Utara,1.00,2000000.00,0.00,0.00,0.00,Kos Campur,9.00,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
Jakarta Barat,1.00,1770000.00,5.00,6.00,0.00,Kos Campur,7.50,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
Jakarta Utara,2.00,2945000.00,0.00,0.00,0.00,Kos Campur,14.00,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
Jakarta Utara,0.00,2470000.00,0.00,0.00,0.00,Kos Campur,12.00,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
Jakarta Utara,0.00,2755000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
Jakarta Barat,0.00,2650000.00,0.00,0.00,2.00,Kos Campur,9.00,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0
Jakarta Utara,0.00,3500000.00,0.00,0.00,2.00,Kos Campur,16.00,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0
Jakarta Selatan,0.00,900000.00,4.00,2.00,13.00,Kos Campur,9.00,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Jakarta Pusat,3.00,1110000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jakarta Utara,0.00,1700000.00,5.00,1.00,5.00,Kos Campur,6.00,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
Jakarta Utara,1.00,2400000.00,0.00,0.00,4.00,Kos Putri,11.20,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
Jakarta Selatan,2.00,1200000.00,0.00,0.00,7.00,Kos Putri,7.50,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
Jakarta Utara,1.00,2300000.00,0.00,0.00,0.00,Kos Putri,9.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0
Jakarta Utara,1.00,2200000.00,0.00,0.00,0.00,Kos Putri,9.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0
Jakarta Utara,1.00,3000000.00,0.00,0.00,0.00,Kos Putri,9.00,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0
Jakarta Utara,1.00,2200000.00,0.00,0.00,0.00,Kos Campur,10.00,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
Jakarta Barat,0.00,1900000.00,0.00,0.00,9.00,Kos Campur,12.00,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Jakarta Barat,0.00,1900000.00,0.00,0.00,9.00,Kos Campur,12.00,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Jakarta Utara,1.00,1800000.00,0.00,0.00,0.00,Kos Campur,12.00,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0
Jakarta Utara,3.00,850000.00,0.00,0.00,0.00,Kos Campur,3.60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Jakarta Utara,3.00,850000.00,0.00,0.00,0.00,Kos Campur,3.60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Jakarta Timur,0.00,900000.00,0.00,0.00,0.00,Kos Putri,9.00,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
Jakarta Utara,0.00,670000.00,0.00,0.00,5.00,Kos Putra,9.00,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jakarta Barat,1.00,800000.00,0.00,0.00,1.00,Kos Putri,7.50,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1
Jakarta Utara,0.00,2150000.00,0.00,0.00,0.00,Kos Putri,12.00,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
Jakarta Barat,3.00,2400000.00,3.60,1.00,3.00,Kos Campur,10.00,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
Jakarta Pusat,2.00,1600000.00,0.00,0.00,0.00,Kos Campur,12.00,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0
Jakarta Timur,0.00,1200000.00,5.00,1.00,3.00,Kos Campur,9.00,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0
Jakarta Timur,0.00,1300000.00,0.00,0.00,0.00,Kos Putri,9.00,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
Jakarta Pusat,0.00,800000.00,0.00,0.00,0.00,Kos Putra,9.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jakarta Pusat,0.00,800000.00,0.00,0.00,0.00,Kos Putra,9.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jakarta Utara,0.00,2000000.00,0.00,0.00,1.00,Kos Campur,12.25,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0
Jakarta Utara,0.00,3300000.00,0.00,0.00,0.00,Kos Campur,18.00,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
Jakarta Utara,3.00,1400000.00,5.00,1.00,0.00,Kos Campur,12.00,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
Jakarta Utara,0.00,1350000.00,0.00,0.00,5.00,Kos Campur,9.00,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0
Jakarta Pusat,0.00,2300000.00,0.00,0.00,1.00,Kos Campur,12.00,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0
Jakarta Utara,0.00,800000.00,0.00,0.00,1.00,Kos Putri,9.00,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
