room_name,region,location,room_availability_bs,price,rating,rating_count,transaction_count,tipe_kos,room_area,is_electricity,is_kamar_mandi_dalam,is_kloset_duduk,fac_keamanan,fac_sirkulasi_udara,fac_parkir_motor,fac_parkir_mobil,fac_ruang_bersama,fac_layanan_kebersihan,fac_area_jemur,is_full_furnished,fac_ac,fac_tv,fac_bantal,fac_cermin,fac_shower,fac_air_panas,fac_wifi,fac_kulkas,fac_dapur,fac_dispenser,fac_kipas_angin,fac_kursi,fac_guling,fac_wastafel,fac_ember_mandi,fac_mesin_cuci,fac_bak_mandi,is_discount
Kost Singgahsini Ohana Tipe B Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,0.00,2162500.00,4.60,1.00,6.00,Kos Campur,20.67,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1
Kost Singgahsini Omah Opung Tipe A Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,3274000.00,4.60,9.00,19.00,Kos Putri,11.78,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
Kost Singgahsini One Residence Tipe A Kemayoran Jakarta Pusat,Jakarta Pusat,Kemayoran,0.00,2325000.00,5.00,1.00,1.00,Kos Campur,10.80,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1
Kost Singgahsini Ono Tipe A Cempaka Putih Jakarta Pusat,Jakarta Pusat,Cempaka Putih,0.00,1225000.00,4.50,2.00,5.00,Kos Campur,10.08,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1
Kost Singgahsini Ono Tipe B Cempaka Putih Jakarta Pusat,Jakarta Pusat,Cempaka Putih,0.00,1175000.00,4.40,3.00,3.00,Kos Campur,7.84,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1
Kost Singgahsini Ono Tipe C Cempaka Putih Jakarta Pusat,Jakarta Pusat,Cempaka Putih,0.00,875000.00,0.00,0.00,5.00,Kos Campur,9.36,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
Kost Singgahsini Ono Tipe D Cempaka Putih Jakarta Pusat,Jakarta Pusat,Cempaka Putih,0.00,1375000.00,4.60,3.00,3.00,Kos Campur,11.76,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
Kost Singgahsini Palang Merah 7 Tipe A Cideng Jakarta Pusat,Jakarta Pusat,Gambir,1.00,2685000.00,4.90,10.00,12.00,Kos Campur,19.84,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1
Kost Singgahsini Palang Merah 7 Tipe B Cideng Jakarta Pusat,Jakarta Pusat,Gambir,1.00,2225000.00,4.60,20.00,51.00,Kos Campur,15.00,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1
Kost Singgahsini Pancoran 67 Tipe A Jakarta Selatan,Jakarta Selatan,Pancoran,1.00,1735000.00,4.60,1.00,3.00,Kos Campur,8.32,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1
Kost Singgahsini Pandji Tipe A Pulo Gadung Jakarta Timur,Jakarta Timur,Pulo Gadung,3.00,1800000.00,0.00,0.00,0.00,Kos Putri,6.24,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1
Kost Singgahsini Paso 1 Tipe A Jagakarsa Jakarta Selatan,Jakarta Selatan,Jagakarsa,0.00,2025000.00,4.30,8.00,19.00,Kos Campur,10.50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
Kost Singgahsini Paus Residence Tipe A Pulo Gadung Jakarta Timur,Jakarta Timur,Pulo Gadung,0.00,2739000.00,5.00,6.00,22.00,Kos Campur,16.00,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1
Kost Singgahsini Permata 15 Tipe C Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,1725000.00,5.00,3.00,15.00,Kos Putri,9.00,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1
Kost Singgahsini Permata 15 Tipe D Grogol Petamburan Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,945000.00,5.00,3.00,15.00,Kos Putri,9.00,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1
Kost Singgahsini Permata Hijau Tipe B Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,2159400.00,4.80,15.00,37.00,Kos Putri,16.00,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
Kost Singgahsini Petogogan 35A Tipe A Kebayoran Baru Jakarta Selatan,Jakarta Selatan,Kebayoran Baru,0.00,2325000.00,5.00,6.00,16.00,Kos Putra,9.00,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
Kost Singgahsini Petogogan 35A Tipe B Kebayoran Baru Jakarta Selatan,Jakarta Selatan,Kebayoran Baru,0.00,2025000.00,4.80,4.00,8.00,Kos Putra,12.00,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
Kost Singgahsini Petojo 5 Roxy Tipe A Jakarta Pusat,Jakarta Pusat,Gambir,0.00,1830000.00,4.80,47.00,78.00,Kos Campur,7.68,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1
Kost Singgahsini Petojo Selatan 12 Tipe B Gambir Jakarta Pusat,Jakarta Pusat,Gambir,0.00,1545000.00,4.90,17.00,25.00,Kos Putri,7.50,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Kost Singgahsini Petojo Selatan 3 Tipe A Cideng Jakarta Pusat,Jakarta Pusat,Gambir,0.00,1564000.00,4.80,93.00,143.00,Kos Campur,5.50,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
Kost Singgahsini Petojo Selatan 3 Tipe B Cideng Jakarta Pusat,Jakarta Pusat,Gambir,1.00,1386600.00,4.50,7.00,11.00,Kos Campur,2.70,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
Kost Singgahsini Petukangan Utara 09 Tipe B Pesanggrahan Jakarta Selatan,Jakarta Selatan,Pesanggrahan,0.00,1640000.00,4.60,11.00,21.00,Kos Campur,6.00,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1
Kost Singgahsini Pisangan Lama 2 Tipe A Pulo Gadung Jakarta Timur,Jakarta Timur,Pulo Gadung,0.00,1425000.00,4.80,15.00,41.00,Kos Campur,9.99,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Kost Singgahsini Poltangan 28 Tipe A Jagakarsa Jakarta Selatan,Jakarta Selatan,Jagakarsa,1.00,2780000.00,4.80,5.00,14.00,Kos Putri,15.90,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1
Kost Singgahsini Poltangan 28 Tipe B Jagakarsa Jakarta Selatan,Jakarta Selatan,Jagakarsa,0.00,2162500.00,4.80,37.00,66.00,Kos Putri,9.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kost Singgahsini Poltangan 28 Tipe C Jagakarsa Jakarta Selatan,Jakarta Selatan,Jagakarsa,1.00,1991500.00,4.80,21.00,29.00,Kos Putri,6.72,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1
Kost Singgahsini Pondok Indah Tipe A Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,2575000.00,4.90,1.00,5.00,Kos Putri,15.00,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1
Kost Singgahsini Pondok Indah Tipe B Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,1.00,2325000.00,4.60,36.00,73.00,Kos Putri,12.00,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1
Kost Singgahsini Pondok Pinang V Tipe E Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,2925000.00,4.90,15.00,17.00,Kos Campur,13.80,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1
Kost Singgahsini Praja Arteri Pondok Indah Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,3.00,2258000.00,4.60,102.00,245.00,Kos Campur,16.00,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1
Kost Singgahsini Praja Dalam 88 Tipe A Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,1865000.00,4.10,3.00,4.00,Kos Putri,25.00,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
Kost Singgahsini Praja Dalam 88 Tipe B Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,1725000.00,4.40,8.00,14.00,Kos Putri,16.00,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
Kost Singgahsini Praja Dalam 88 Tipe C Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,1225000.00,4.90,1.00,3.00,Kos Putri,6.00,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
Kost Singgahsini Praja VI Tipe A Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,3025000.00,4.80,34.00,57.00,Kos Campur,14.19,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Kost Singgahsini Prestige Tipe A Tanjung Duren Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,2400000.00,4.80,26.00,51.00,Kos Campur,9.00,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
Kost Singgahsini Prestige Tipe B Tanjung Duren Jakarta Barat,Jakarta Barat,Grogol Petamburan,3.00,2500000.00,4.80,117.00,222.00,Kos Campur,12.00,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
Kost Singgahsini Prestige Tipe E Tanjung Duren Jakarta Barat,Jakarta Barat,Grogol Petamburan,1.00,3000000.00,4.60,26.00,46.00,Kos Campur,16.00,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1
Kost Singgahsini Prestige Tipe G Tanjung Duren Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,3500000.00,4.80,9.00,13.00,Kos Campur,25.00,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
Kost Singgahsini Prestige Tipe H Tanjung Duren Jakarta Barat,Jakarta Barat,Grogol Petamburan,0.00,2800000.00,4.80,6.00,9.00,Kos Campur,16.00,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
Kost Singgahsini Puri Adhyaksa Tipe B Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,0.00,2725000.00,4.60,6.00,13.00,Kos Campur,14.28,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1
Kost Singgahsini Puri Amarta Tipe A Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,3350000.00,4.60,23.00,65.00,Kos Putri,9.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kost Singgahsini Puri Indah A618 Tipe A Kembangan Jakarta Barat,Jakarta Barat,Kembangan,0.00,2352500.00,4.60,5.00,13.00,Kos Campur,15.54,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
Kost Singgahsini Puri Indah A618 Tipe B Kembangan Jakarta Barat,Jakarta Barat,Kembangan,0.00,2542500.00,4.90,1.00,4.00,Kos Campur,15.54,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
Kost Singgahsini Puri Indah A618 Tipe C Kembangan Jakarta Barat,Jakarta Barat,Kembangan,0.00,2780000.00,4.40,7.00,20.00,Kos Campur,15.54,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
Kost Singgahsini Purple Ungu Tipe A Pasar Minggu Jakarta Selatan,Jakarta Selatan,Pasar Minggu,1.00,1820500.00,4.90,19.00,32.00,Kos Putri,13.50,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
Kost Singgahsini Q Biz Tipe A Kebayoran Baru Jakarta Selatan,Jakarta Selatan,Kebayoran Baru,0.00,3025000.00,4.90,15.00,28.00,Kos Putri,7.50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
Kost Singgahsini R & R Tipe C Palmerah Jakarta Barat,Jakarta Barat,Palmerah,0.00,1185000.00,4.30,8.00,10.00,Kos Campur,6.25,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1
Kost Singgahsini Rahmawati Tebet Jakarta Selatan,Jakarta Selatan,Tebet,1.00,1839500.00,4.60,58.00,92.00,Kos Putri,12.00,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1
Kost Singgahsini Raoul Cipete Tipe B Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,0.00,2825000.00,4.60,3.00,6.00,Kos Campur,10.24,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1
Kost Singgahsini Raoul Cipete Tipe C Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,0.00,2877000.00,4.90,2.00,3.00,Kos Campur,10.80,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1
Kost Singgahsini Raoul Cipete Tipe C Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,0.00,2877000.00,4.90,2.00,3.00,Kos Campur,9.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kost Singgahsini Rap 18A Tipe B Kemayoran Jakarta Pusat,Jakarta Pusat,Kemayoran,0.00,1450000.00,4.80,9.00,31.00,Kos Campur,8.75,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
Kost Singgahsini Rasafa IKPN Tipe A Pesanggrahan Jakarta Selatan,Jakarta Selatan,Pesanggrahan,0.00,1545000.00,4.80,16.00,19.00,Kos Putra,16.00,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
Kost Singgahsini Ratu Teratai 59 Tipe A Kebon Jeruk Jakarta Barat,Jakarta Barat,Kebon Jeruk,0.00,2305000.00,4.90,14.00,34.00,Kos Campur,17.50,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
Kost Singgahsini Ritha Tipe A Cempaka Putih Jakarta Pusat,Jakarta Pusat,Cempaka Putih,1.00,2325000.00,4.90,45.00,73.00,Kos Campur,15.00,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Kost Singgahsini Royal Spring Tipe C Pasar Minggu Jakarta Selatan,Jakarta Selatan,Pasar Minggu,1.00,1825000.00,4.80,10.00,14.00,Kos Putri,8.80,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
Kost Singgahsini RR'S House Tipe A Kebon Jeruk Jakarta Barat,Jakarta Barat,Kebon Jeruk,0.00,1754000.00,4.40,2.00,4.00,Kos Campur,20.00,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1
Kost Singgahsini Rumah 5111 Tipe A Setiabudi Jakarta Selatan,Jakarta Selatan,Setia Budi,0.00,3105000.00,4.60,15.00,40.00,Kos Campur,12.21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
Kost Singgahsini Rumah Adel Tipe A Makasar Jakarta Timur,Jakarta Timur,Makasar,0.00,1400000.00,4.80,3.00,5.00,Kos Putra,22.00,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
Kost Singgahsini Rumah Adel Tipe B Makasar Jakarta Timur,Jakarta Timur,Makasar,0.00,1200000.00,0.00,0.00,2.00,Kos Putra,8.58,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
Kost Singgahsini Rumah Adel Tipe C Makasar Jakarta Timur,Jakarta Timur,Makasar,2.00,1012000.00,4.80,14.00,19.00,Kos Putra,8.58,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Kost Singgahsini Rumah Adel Tipe D Makasar Jakarta Timur,Jakarta Timur,Makasar,0.00,600000.00,4.80,3.00,4.00,Kos Putra,6.38,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
Kost Singgahsini Rumah Ceria Cideng Tipe A Gambir Jakarta Pusat,Jakarta Pusat,Gambir,1.00,2850000.00,4.60,2.00,15.00,Kos Campur,16.00,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1
Kost Singgahsini Rumah Ceria Cideng Tipe C Gambir Jakarta Pusat,Jakarta Pusat,Gambir,1.00,2300000.00,0.00,0.00,3.00,Kos Campur,9.60,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
Kost Singgahsini Rumah Kedua Tipe A Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,3.00,2141000.00,0.00,0.00,3.00,Kos Campur,10.24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1
Kost Singgahsini Rumah Kedua Tipe B Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,2095000.00,0.00,0.00,4.00,Kos Campur,11.84,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1
Kost Singgahsini Rumah Kedua Tipe C Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,1957000.00,4.50,1.00,7.00,Kos Campur,10.24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1
Kost Singgahsini Rumah Nia Tipe A Tebet Jakarta Selatan,Jakarta Selatan,Tebet,1.00,2325000.00,0.00,0.00,5.00,Kos Campur,9.00,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1
Kost Singgahsini Rumah Sagre Tipe A Cempaka Putih Jakarta Pusat,Jakarta Pusat,Cempaka Putih,0.00,2985000.00,4.80,50.00,77.00,Kos Campur,15.75,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Kost Singgahsini Rumah Sagre Tipe B Cempaka Putih Jakarta Pusat,Jakarta Pusat,Cempaka Putih,0.00,3505000.00,4.60,22.00,47.00,Kos Campur,17.50,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
Kost Singgahsini Rumah Sagre Tipe C Cempaka Putih Jakarta Pusat,Jakarta Pusat,Cempaka Putih,0.00,3815000.00,4.90,7.00,11.00,Kos Campur,21.00,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
Kost Singgahsini Rumah Vanessa Tipe A Jagakarsa Jakarta Selatan,Jakarta Selatan,Jagakarsa,2.00,1865000.00,0.00,0.00,0.00,Kos Putri,9.80,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1
Kost Singgahsini Rumah Vanessa Tipe B Jagakarsa Jakarta Selatan,Jakarta Selatan,Jagakarsa,0.00,1545000.00,5.00,5.00,20.00,Kos Putri,8.96,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
Kost Singgahsini Rume Betawi Tipe B Cipulir Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,0.00,2447500.00,4.90,4.00,7.00,Kos Putri,16.00,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1
Kost Singgahsini Rumoh ̬h Lebak Bulus Tipe A Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,0.00,3325000.00,4.60,17.00,30.00,Kos Campur,14.40,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
Kost Singgahsini Rumoh ̬h Lebak Bulus Tipe B Cilandak Jakarta Selatan,Jakarta Selatan,Cilandak,0.00,3025000.00,4.60,34.00,67.00,Kos Campur,14.40,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
Kost Singgahsini Sahar Tipe D Pasar Minggu Jakarta Selatan,Jakarta Selatan,Pasar Minggu,0.00,1925000.00,4.40,1.00,13.00,Kos Putri,12.80,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1
Kost Singgahsini Samana SCBD Tipe C Kebayoran Baru Jakarta Selatan,Jakarta Selatan,Kebayoran Baru,0.00,4205000.00,4.80,13.00,25.00,Kos Campur,15.00,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
Kost Singgahsini Sampit Satoe Lima Tipe D Kebayoran Baru Jakarta Selatan,Jakarta Selatan,Kebayoran Baru,2.00,3530500.00,4.80,7.00,8.00,Kos Campur,6.00,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1
Kost Singgahsini Sari Raden Inten Tipe B Jakarta Timur,Jakarta Timur,Duren Sawit,0.00,1129000.00,4.90,9.00,13.00,Kos Putri,9.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kost Singgahsini Sasya 2 Tipe B Pondok Pinang Jakarta Selatan,Jakarta Selatan,Kebayoran Lama,1.00,1675000.00,4.60,36.00,75.00,Kos Campur,10.50,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
Kost Singgahsini SB Living Tipe A Menteng Jakarta Pusat,Jakarta Pusat,Menteng,0.00,2070000.00,0.00,0.00,2.00,Kos Campur,7.29,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1
Kost Singgahsini Sedoso Tipe A Kalibata Jakarta Selatan,Jakarta Selatan,Pancoran,0.00,2590000.00,4.60,16.00,28.00,Kos Putri,14.80,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1
Kost Singgahsini Sedoso Tipe B Kalibata Jakarta Selatan,Jakarta Selatan,Pancoran,0.00,2325000.00,4.80,12.00,11.00,Kos Putri,10.00,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1
Kost Singgahsini Serenity Living Tipe A Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,1451000.00,4.00,1.00,1.00,Kos Campur,6.00,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1
Kost Singgahsini Serenity Living Tipe B Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,0.00,1267000.00,5.00,1.00,6.00,Kos Campur,6.00,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1
Kost Singgahsini Serenity Living Tipe C Kelapa Gading Jakarta Utara,Jakarta Utara,Kelapa Gading,1.00,1225000.00,5.00,1.00,2.00,Kos Campur,4.00,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1
Kost Singgahsini Seruma Latumenten Tipe A Tambora Jakarta Barat,Jakarta Barat,Tambora,1.00,1700000.00,4.90,3.00,3.00,Kos Campur,9.00,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
Kost Singgahsini Seruma Latumenten Tipe A Tambora Jakarta Barat,Jakarta Barat,Tambora,1.00,1700000.00,4.90,3.00,3.00,Kos Campur,9.00,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
Kost Singgahsini Seruma Latumenten Tipe B Tambora Jakarta Barat,Jakarta Barat,Tambora,0.00,1500000.00,4.00,3.00,10.00,Kos Campur,9.00,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Kost Singgahsini Seventeen Tipe B Setia Budi Jakarta Selatan,Jakarta Selatan,Setiabudi,1.00,3065000.00,4.50,3.00,10.00,Kos Putra,17.48,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1
Kost Singgahsini Seventeen Tipe C Setia Budi Jakarta Selatan,Jakarta Selatan,Setiabudi,2.00,2780000.00,4.80,4.00,20.00,Kos Putra,14.72,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1
