region,location,room_availability_bs,price,rating,rating_count,transaction_count,tipe_kos,room_area,is_electricity,is_kamar_mandi_dalam,is_kloset_duduk,fac_keamanan,fac_sirkulasi_udara,fac_parkir_motor,fac_parkir_mobil,fac_ruang_bersama,fac_layanan_kebersihan,fac_area_jemur,is_full_furnished,fac_ac,fac_tv,fac_bantal,fac_cermin,fac_shower,fac_air_panas,fac_wifi,fac_kulkas,fac_dapur,fac_dispenser,fac_kipas_angin,fac_kursi,fac_guling,fac_wastafel,fac_ember_mandi,fac_mesin_cuci,fac_bak_mandi,is_discount
Jakarta Timur,Cakung,2.0,835000.0,0.0,0.0,2.0,Kos Campur,7.290000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
Jakarta Selatan,Jagakarsa,0.0,725000.0,4.9,25.0,44.0,Kos Putra,4.4,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1
Jakarta Selatan,Cilandak,0.0,1022500.0,4.4,6.0,10.0,Kos Campur,7.5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Jakarta Selatan,Pancoran,2.0,900000.0,4.6,18.0,29.0,Kos Putri,8.75,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Jakarta Pusat,Tanah Abang,0.0,1475000.0,4.6,11.0,23.0,Kos Putri,8.959999999999999,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1
Jakarta Pusat,Tanah Abang,0.0,1640000.0,4.8,15.0,34.0,Kos Putri,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jakarta Pusat,Tanah Abang,0.0,1865000.0,4.8,9.0,15.0,Kos Putri,13.5,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1
Jakarta Barat,Kecamatan Kebon Jeruk,1.0,870500.0,4.9,35.0,55.0,Kos Campur,5.0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Jakarta Barat,Kecamatan Kebon Jeruk,0.0,805000.0,4.8,23.0,40.0,Kos Campur,3.2,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Jakarta Pusat,Gambir,1.0,1975000.0,0.0,0.0,0.0,Kos Campur,8.64,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1
Jakarta Pusat,Gambir,0.0,1725000.0,0.0,0.0,0.0,Kos Campur,5.5,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1
Jakarta Pusat,Johar Baru,1.0,1975000.0,4.6,4.0,13.0,Kos Campur,20.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
Jakarta Pusat,Johar Baru,0.0,1690000.0,4.8,12.0,23.0,Kos Campur,9.0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
Jakarta Pusat,Johar Baru,3.0,1357500.0,4.8,35.0,57.0,Kos Campur,9.0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
Jakarta Pusat,Johar Baru,2.0,1025000.0,4.8,21.0,37.0,Kos Campur,9.0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
Jakarta Pusat,Jakarta,1.0,1045000.0,4.8,46.0,84.0,Kos Campur,9.0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1
Jakarta Pusat,Jakarta,2.0,1140000.0,4.6,42.0,65.0,Kos Campur,12.0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1
Jakarta Pusat,Jakarta,0.0,1710000.0,4.5,12.0,22.0,Kos Campur,9.0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1
Jakarta Pusat,Jakarta,2.0,902500.0,4.6,20.0,35.0,Kos Campur,9.0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1
Jakarta Pusat,Jakarta,0.0,1757500.0,4.6,19.0,35.0,Kos Campur,12.0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1
Jakarta Selatan,Kecamatan Tebet,0.0,1307500.0,4.8,4.0,8.0,Kos Putri,6.72,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Jakarta Selatan,Pasar Minggu,1.0,925000.0,4.9,6.0,12.0,Kos Putra,10.5,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1
Jakarta Timur,Pulo Gadung,0.0,855000.0,5.0,5.0,13.0,Kos Putri,6.75,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1
Jakarta Timur,Jatinegara,0.0,1355000.0,4.5,3.0,6.0,Kos Campur,5.95,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
Jakarta Timur,Jatinegara,0.0,1355000.0,4.5,3.0,6.0,Kos Campur,5.95,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
Jakarta Timur,Jatinegara,0.0,1355000.0,4.5,3.0,6.0,Kos Campur,5.95,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
Jakarta Timur,Jatinegara,0.0,1355000.0,4.5,3.0,6.0,Kos Campur,5.95,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
Jakarta Timur,Pulo Gadung,0.0,1165000.0,3.5,1.0,4.0,Kos Campur,8.75,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Jakarta Timur,Pulo Gadung,1.0,975000.0,4.9,3.0,15.0,Kos Campur,8.75,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Jakarta Pusat,Kecamatan Cempaka Putih,1.0,1625000.0,0.0,0.0,2.0,Kos Putri,10.240000000000002,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Jakarta Pusat,Kecamatan Cempaka Putih,1.0,1125000.0,4.9,3.0,7.0,Kos Putri,10.240000000000002,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jakarta Pusat,Kecamatan Cempaka Putih,0.0,825000.0,5.0,4.0,6.0,Kos Putri,6.0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jakarta Barat,Grogol Petamburan,1.0,991000.0,4.9,18.0,27.0,Kos Campur,4.86,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
Jakarta Barat,Grogol Petamburan,2.0,1425000.0,4.6,6.0,8.0,Kos Campur,11.0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
Jakarta Timur,Ciracas,0.0,1165000.0,5.0,1.0,3.0,Kos Putri,11.47,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
Jakarta Selatan,Mampang Prapatan,1.0,1325000.0,4.4,16.0,27.0,Kos Putra,5.1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1
Jakarta Pusat,Johar Baru,0.0,1212500.0,4.6,24.0,59.0,Kos Campur,5.670000000000001,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Jakarta Pusat,Kecamatan Senen,0.0,1203000.0,4.8,9.0,12.0,Kos Campur,8.0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Jakarta Pusat,Kecamatan Senen,0.0,1298000.0,4.9,6.0,10.0,Kos Campur,8.0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Jakarta Pusat,Kecamatan Senen,0.0,1535500.0,4.8,50.0,95.0,Kos Campur,8.0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Jakarta Pusat,Kecamatan Senen,0.0,1583000.0,4.8,16.0,25.0,Kos Campur,8.0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Jakarta Pusat,Senen,0.0,1733100.0,0.0,0.0,0.0,Kos Campur,16.200000000000003,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
Jakarta Pusat,Senen,0.0,1323000.0,0.0,0.0,7.0,Kos Campur,8.64,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
Jakarta Pusat,Senen,1.0,923000.0,0.0,0.0,1.0,Kos Campur,8.64,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
Jakarta Timur,Jatinegara,0.0,1355000.0,4.4,3.0,3.0,Kos Putri,7.0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1
Jakarta Timur,Jatinegara,0.0,927500.0,4.8,39.0,53.0,Kos Putri,5.0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1
Jakarta Selatan,Kecamatan Jagakarsa,0.0,2685000.0,5.0,3.0,5.0,Kos Putri,10.5,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1
Jakarta Selatan,Kecamatan Jagakarsa,0.0,1830000.0,4.9,4.0,12.0,Kos Putri,9.0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1
Jakarta Selatan,Kecamatan Jagakarsa,1.0,1735000.0,5.0,5.0,8.0,Kos Putri,9.0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1
Jakarta Timur,Pasar Rebo,1.0,1117500.0,0.0,0.0,1.0,Kos Campur,6.0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1
Jakarta Timur,Pasar Rebo,0.0,1022500.0,4.6,18.0,28.0,Kos Campur,9.0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1
Jakarta Timur,Pasar Rebo,0.0,880000.0,4.6,21.0,27.0,Kos Campur,5.6,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1
Jakarta Pusat,Cempaka Putih,0.0,807500.0,4.5,1.0,14.0,Kos Campur,4.25,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Jakarta Pusat,Cempaka Putih,3.0,712500.0,4.6,5.0,31.0,Kos Campur,4.25,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Jakarta Timur,Pulo Gadung,1.0,1225000.0,5.0,3.0,11.0,Kos Putri,13.26,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
Jakarta Timur,Pulo Gadung,0.0,925000.0,4.5,3.0,7.0,Kos Putri,9.0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Jakarta Pusat,Cempaka Putih,0.0,1275000.0,4.4,10.0,30.0,Kos Campur,8.68,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Jakarta Selatan,Cilandak,0.0,1200000.0,4.5,7.0,15.0,Kos Campur,12.25,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Jakarta Selatan,Jagakarsa,2.0,700000.0,4.9,33.0,63.0,Kos Putri,7.839999999999999,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
Jakarta Barat,Cengkareng,0.0,1155000.0,4.8,47.0,71.0,Kos Campur,9.0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0
Jakarta Barat,Cengkareng,0.0,761000.0,4.8,8.0,12.0,Kos Campur,6.0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Jakarta Barat,Cengkareng,2.0,738000.0,4.6,13.0,25.0,Kos Campur,4.0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Jakarta Pusat,Kemayoran,0.0,1625000.0,4.6,10.0,26.0,Kos Putri,15.75,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Jakarta Pusat,Kemayoran,1.0,1425000.0,4.9,3.0,5.0,Kos Putri,15.75,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Jakarta Selatan,Cilandak,0.0,1425000.0,4.9,3.0,5.0,Kos Putri,18.0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
Jakarta Selatan,Cilandak,0.0,1315000.0,0.0,0.0,2.0,Kos Putri,10.5,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Jakarta Selatan,Cilandak,0.0,1225000.0,4.8,7.0,17.0,Kos Putri,9.0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Jakarta Pusat,Cempaka Putih,0.0,2125000.0,5.0,4.0,7.0,Kos Putri,11.840000000000002,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Jakarta Pusat,Cempaka Putih,0.0,2025000.0,4.9,2.0,4.0,Kos Putri,9.600000000000001,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Jakarta Pusat,Cempaka Putih,2.0,1451000.0,5.0,6.0,7.0,Kos Putri,10.240000000000002,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Jakarta Barat,Kembangan,1.0,1275000.0,4.8,2.0,4.0,Kos Putri,7.13,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1
Jakarta Pusat,Senen,1.0,1825000.0,4.6,14.0,33.0,Kos Campur,12.0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
Jakarta Pusat,Senen,0.0,1405000.0,4.8,29.0,55.0,Kos Campur,9.0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Jakarta Timur,Matraman,1.0,1273000.0,4.8,15.0,24.0,Kos Campur,7.5,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
Jakarta Timur,Matraman,0.0,1085160.0,4.6,16.0,23.0,Kos Campur,7.5,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1
Jakarta Timur,Matraman,3.0,974000.0,4.4,16.0,19.0,Kos Campur,6.25,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
Jakarta Timur,Matraman,1.0,674000.0,4.1,6.0,6.0,Kos Campur,6.25,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
Jakarta Barat,Kembangan,0.0,950000.0,4.8,22.0,45.0,Kos Campur,10.5,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Jakarta Timur,Duren Sawit,0.0,855000.0,4.8,4.0,14.0,Kos Putra,7.5,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1
Jakarta Timur,Duren Sawit,3.0,1217900.0,5.0,1.0,1.0,Kos Putra,8.0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
Jakarta Timur,Duren Sawit,1.0,1220840.0,4.4,1.0,1.0,Kos Putra,8.0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
Jakarta Barat,Grogol Petamburan,0.0,1300000.0,0.0,0.0,0.0,Kos Campur,9.0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0
Jakarta Utara,Kecamatan Kelapa Gading,0.0,1850000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
Jakarta Barat,Kecamatan Grogol Petamburan,2.0,2000000.0,0.0,0.0,3.0,Kos Putri,9.0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1
Jakarta Timur,Kecamatan Matraman,0.0,2100000.0,0.0,0.0,0.0,Kos Campur,21.0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
Jakarta Timur,Pulo Gadung,1.0,2480000.0,0.0,0.0,1.0,Kos Putri,12.0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1
Jakarta Barat,Kecamatan Grogol petamburan,1.0,1750000.0,0.0,0.0,0.0,Kos Campur,7.5,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1
Jakarta Utara,Kecamatan Kelapa Gading,1.0,1550000.0,5.0,3.0,7.0,Kos Campur,6.0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,2.0,1650000.0,0.0,0.0,6.0,Kos Campur,9.0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
Jakarta Utara,Pademangan,3.0,1300000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
Jakarta Barat,Kecamatan Kebon Jeruk,1.0,1500000.0,4.1,2.0,19.0,Kos Campur,12.0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0
Jakarta Utara,Penjaringan,0.0,750000.0,0.0,0.0,1.0,Kos Campur,6.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Jakarta Utara,Kecamatan Koja,1.0,1300000.0,0.0,0.0,0.0,Kos Putra,12.0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0
Jakarta Utara,Koja,1.0,900000.0,0.0,0.0,0.0,Kos Putra,12.0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0
Jakarta Utara,Kecamatan Tanjung Priok,2.0,1650000.0,0.0,0.0,0.0,Kos Campur,7.0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
Jakarta Timur,Kecamatan Pulo Gadung,0.0,1500000.0,0.0,0.0,1.0,Kos Putri,3.0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
Jakarta Timur,Pulo Gadung,3.0,1350000.0,4.9,72.0,97.0,Kos Campur,16.0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0
Jakarta Utara,Tanjung Priok,0.0,2000000.0,0.0,0.0,5.0,Kos Campur,12.0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0
Jakarta Barat,Kecamatan Palmerah,1.0,1980000.0,5.0,6.0,30.0,Kos Campur,6.0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
Jakarta Barat,Kebon Jeruk,2.0,2499000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0
Jakarta Timur,Duren Sawit,1.0,1500000.0,0.0,0.0,0.0,Kos Putri,9.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0
Jakarta Timur,Duren Sawit,1.0,1800000.0,0.0,0.0,1.0,Kos Putri,8.75,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0
Jakarta Timur,Kramat Jati,1.0,1500000.0,0.0,0.0,0.0,Kos Putri,5.4,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
Jakarta Utara,Kelapa Gading,3.0,2300000.0,0.0,0.0,5.0,Kos Putri,9.0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1
Jakarta Timur,Kramat Jati,2.0,1350000.0,0.0,0.0,1.0,Kos Campur,15.679999999999998,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Jakarta Timur,Kramat Jati,2.0,1350000.0,0.0,0.0,1.0,Kos Campur,15.679999999999998,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Jakarta Timur,Kramat Jati,2.0,1350000.0,0.0,0.0,1.0,Kos Campur,15.679999999999998,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Jakarta Timur,Kecamatan Duren Sawit,1.0,1200000.0,4.9,3.0,0.0,Kos Putra,9.0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0
Jakarta Timur,Kecamatan Duren Sawit,1.0,1200000.0,4.9,3.0,0.0,Kos Putra,9.0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0
Jakarta Timur,Kecamatan Duren Sawit,1.0,1200000.0,4.9,3.0,0.0,Kos Putra,9.0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0
Jakarta Timur,Kecamatan Duren Sawit,1.0,1200000.0,4.9,3.0,0.0,Kos Putra,9.0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0
Jakarta Timur,Kecamatan Duren Sawit,1.0,1200000.0,4.9,3.0,0.0,Kos Putra,9.0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0
Jakarta Utara,Kelapa Gading,0.0,1950000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1
Jakarta Barat,Kecamatan Palmerah,2.0,2599999.0,5.0,1.0,9.0,Kos Campur,10.5,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0
Jakarta Timur,Kecamatan Cakung,2.0,1399000.0,5.0,4.0,5.0,Kos Campur,9.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Jakarta Utara,Kelapa Gading,3.0,1800000.0,0.0,0.0,0.0,Kos Campur,6.0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0
Jakarta Pusat,Sawah Besar,1.0,1500000.0,0.0,0.0,0.0,Kos Campur,5.52,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1
Jakarta Pusat,Sawah Besar,1.0,1500000.0,0.0,0.0,0.0,Kos Campur,5.52,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1
Jakarta Pusat,Sawah Besar,1.0,2200000.0,0.0,0.0,0.0,Kos Campur,9.0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1
Jakarta Utara,Kelapa Gading,2.0,2000000.0,0.0,0.0,0.0,Kos Campur,7.5,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1
Jakarta Timur,Pulo Gadung,0.0,2250000.0,0.0,0.0,0.0,Kos Putri,12.0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
Jakarta Timur,Pulo Gadung,0.0,2250000.0,0.0,0.0,0.0,Kos Putri,12.0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
Jakarta Timur,Pulo Gadung,0.0,2250000.0,0.0,0.0,0.0,Kos Putri,12.0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
Jakarta Timur,Pulo Gadung,0.0,2250000.0,0.0,0.0,0.0,Kos Putri,12.0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
Jakarta Timur,Pulo Gadung,0.0,2250000.0,0.0,0.0,0.0,Kos Putri,12.0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1
