region,location,room_availability_bs,price,rating,rating_count,transaction_count,tipe_kos,room_area,is_electricity,is_kamar_mandi_dalam,is_kloset_duduk,fac_keamanan,fac_sirkulasi_udara,fac_parkir_motor,fac_parkir_mobil,fac_ruang_bersama,fac_layanan_kebersihan,fac_area_jemur,is_full_furnished,fac_ac,fac_tv,fac_bantal,fac_cermin,fac_shower,fac_air_panas,fac_wifi,fac_kulkas,fac_dapur,fac_dispenser,fac_kipas_angin,fac_kursi,fac_guling,fac_wastafel,fac_ember_mandi,fac_mesin_cuci,fac_bak_mandi,is_discount
Jakarta Utara,Tanjung Priok,0.0,850000.0,0.0,0.0,13.0,Kos Campur,9.0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0
Jakarta Utara,Kecamatan Pademangan,0.0,1600000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
Jakarta Utara,Kelapa Gading,1.0,2400000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
Jakarta Utara,Kelapa Gading,1.0,2000000.0,0.0,0.0,0.0,Kos Campur,9.0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
Jakarta Barat,Kebon Jeruk,1.0,1770000.0,5.0,6.0,0.0,Kos Campur,7.5,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0
Jakarta Utara,Kecamatan Tanjung Priok,2.0,2945000.0,0.0,0.0,0.0,Kos Campur,14.0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
Jakarta Utara,Kecamatan Tanjung Priok,0.0,2470000.0,0.0,0.0,0.0,Kos Campur,12.0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
Jakarta Utara,Kecamatan Tanjung Priok,0.0,2755000.0,0.0,0.0,0.0,Kos Campur,12.0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
Jakarta Barat,Kecamatan Taman Sari,0.0,2650000.0,0.0,0.0,2.0,Kos Campur,9.0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
Jakarta Utara,Penjaringan,0.0,3500000.0,0.0,0.0,2.0,Kos Campur,16.0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0
Jakarta Selatan,Mampang Prapatan,0.0,900000.0,4.0,2.0,13.0,Kos Campur,9.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Jakarta Pusat,Kemayoran,3.0,1110000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jakarta Utara,Tanjung Priok,0.0,1700000.0,5.0,1.0,5.0,Kos Campur,6.0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
Jakarta Utara,Penjaringan,1.0,2400000.0,0.0,0.0,4.0,Kos Putri,11.2,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Jakarta Selatan,Kecamatan Jagakarsa,2.0,1200000.0,0.0,0.0,7.0,Kos Putri,7.5,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,1.0,2300000.0,0.0,0.0,0.0,Kos Putri,9.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,1.0,2200000.0,0.0,0.0,0.0,Kos Putri,9.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,1.0,3000000.0,0.0,0.0,0.0,Kos Putri,9.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
Jakarta Utara,Kecamatan Tanjung Priok,1.0,2200000.0,0.0,0.0,0.0,Kos Campur,10.0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1
Jakarta Barat,Grogol petamburan,0.0,1900000.0,0.0,0.0,9.0,Kos Campur,12.0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Jakarta Barat,Grogol petamburan,0.0,1900000.0,0.0,0.0,9.0,Kos Campur,12.0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Jakarta Utara,Kecamatan Kelapa Gading,1.0,1800000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Jakarta Utara,Penjaringan,3.0,850000.0,0.0,0.0,0.0,Kos Campur,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Jakarta Utara,Penjaringan,3.0,850000.0,0.0,0.0,0.0,Kos Campur,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Jakarta Timur,Jatinegara,0.0,900000.0,0.0,0.0,0.0,Kos Putri,9.0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
Jakarta Utara,Tanjung Priok,0.0,670000.0,0.0,0.0,5.0,Kos Putra,9.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jakarta Barat,Kebon Jeruk,1.0,800000.0,0.0,0.0,1.0,Kos Putri,7.5,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
Jakarta Utara,Kelapa Gading,0.0,2150000.0,0.0,0.0,0.0,Kos Putri,12.0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
Jakarta Barat,Palmerah,3.0,2400000.0,3.6,1.0,3.0,Kos Campur,10.0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
Jakarta Pusat,Kecamatan Sawah Besar,2.0,1600000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1
Jakarta Timur,Kecamatan Kramat jati,0.0,1200000.0,5.0,1.0,3.0,Kos Campur,9.0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
Jakarta Timur,Ciracas,0.0,1300000.0,0.0,0.0,0.0,Kos Putri,9.0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1
Jakarta Pusat,Taman Sari,0.0,800000.0,0.0,0.0,0.0,Kos Putra,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jakarta Pusat,Taman Sari,0.0,800000.0,0.0,0.0,0.0,Kos Putra,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jakarta Utara,Tanjung Priok,0.0,2000000.0,0.0,0.0,1.0,Kos Campur,12.25,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
Jakarta Utara,Kecamatan Tanjung Priok,0.0,3300000.0,0.0,0.0,0.0,Kos Campur,18.0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
Jakarta Utara,Kelapa Gading,3.0,1400000.0,5.0,1.0,0.0,Kos Campur,12.0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1
Jakarta Utara,Kecamatan Kelapa Gading,0.0,1350000.0,0.0,0.0,5.0,Kos Campur,9.0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0
Jakarta Pusat,Kecamatan Senen,0.0,2300000.0,0.0,0.0,1.0,Kos Campur,12.0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0
Jakarta Utara,Tanjung Priok,0.0,800000.0,0.0,0.0,1.0,Kos Putri,9.0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Jakarta Timur,Cakung,1.0,1250000.0,0.0,0.0,0.0,Kos Putri,4.0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
Jakarta Timur,Cakung,1.0,1250000.0,0.0,0.0,0.0,Kos Putri,4.0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
Jakarta Timur,Cakung,1.0,1250000.0,0.0,0.0,0.0,Kos Putri,4.0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
Jakarta Timur,Cakung,1.0,1250000.0,0.0,0.0,0.0,Kos Putri,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Barat,Kecamatan Grogol petamburan,0.0,2370000.0,0.0,0.0,2.0,Kos Campur,14.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
Jakarta Barat,Grogol Petamburan,0.0,2380000.0,3.8,2.0,34.0,Kos Campur,12.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
Jakarta Timur,Kecamatan Cakung,0.0,1700000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1
Jakarta Timur,Kecamatan Cakung,0.0,1700000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1
Jakarta Timur,Kecamatan Cakung,0.0,1700000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1
Jakarta Timur,Kecamatan Cakung,0.0,1700000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1
Jakarta Timur,Kecamatan Cakung,0.0,1700000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1
Jakarta Timur,Pulo Gadung,0.0,1600000.0,0.0,0.0,0.0,Kos Putri,9.0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Jakarta Selatan,Kecamatan Pesanggrahan,0.0,2000000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Jakarta Pusat,Cempaka Putih,0.0,2500000.0,0.0,0.0,8.0,Kos Campur,9.0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0
Jakarta Utara,Kecamatan Kelapa Gading,0.0,2250000.0,0.0,0.0,3.0,Kos Campur,9.0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0
Jakarta Pusat,Cempaka Putih,0.0,4000000.0,0.0,0.0,0.0,Kos Campur,25.0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
Jakarta Pusat,Cempaka Putih,0.0,4000000.0,0.0,0.0,0.0,Kos Campur,25.0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
Jakarta Pusat,Cempaka Putih,0.0,4500000.0,0.0,0.0,0.0,Kos Campur,30.0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
Jakarta Pusat,Cempaka Putih,0.0,2500000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
Jakarta Timur,Pulo Gadung,2.0,1200000.0,1.5,1.0,0.0,Kos Putra,6.0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
Jakarta Utara,Tanjung Priok,1.0,1000000.0,0.0,0.0,0.0,Kos Campur,12.0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
Jakarta Pusat,Kecamatan Gambir,1.0,3400000.0,5.0,1.0,1.0,Kos Campur,12.0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Jakarta Barat,Kecamatan Kembangan,0.0,2500000.0,5.0,1.0,2.0,Kos Campur,9.9,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
Jakarta Timur,Kecamatan Pasar Rebo,2.0,1800000.0,0.0,0.0,0.0,Kos Putri,12.0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0
Jakarta Pusat,Sawah Besar,0.0,2000000.0,4.5,6.0,1.0,Kos Campur,7.5,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1
Jakarta Timur,Pulo Gadung,0.0,1400000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0
Jakarta Barat,Kembangan,0.0,1900000.0,4.6,2.0,5.0,Kos Campur,9.0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0
Jakarta Timur,Kecamatan Pulo Gadung,1.0,2000000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
Jakarta Barat,Kecamatan Cengkareng,1.0,2000000.0,4.9,2.0,4.0,Kos Campur,8.0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
Jakarta Utara,Kelapa Gading,3.0,1850000.0,5.0,3.0,2.0,Kos Campur,9.0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
Jakarta Utara,Kelapa Gading,1.0,800000.0,4.5,2.0,14.0,Kos Campur,5.0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Jakarta Utara,Kelapa Gading,1.0,695000.0,4.8,3.0,15.0,Kos Campur,5.0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0
Jakarta Pusat,Sawah Besar,3.0,3300000.0,0.0,0.0,6.0,Kos Campur,9.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
Jakarta Pusat,Gambir,0.0,2600000.0,4.4,11.0,7.0,Kos Campur,9.0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0
Jakarta Utara,Tanjung Priok,0.0,1500000.0,0.0,0.0,1.0,Kos Campur,9.0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
Jakarta Timur,Cipayung,1.0,1200000.0,4.6,1.0,4.0,Kos Putri,18.0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
Jakarta Pusat,Kecamatan Kemayoran,3.0,900000.0,0.0,0.0,3.0,Kos Campur,9.0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Jakarta Timur,Kecamatan Cakung,0.0,1200000.0,0.0,0.0,0.0,Kos Putri,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Pusat,Kemayoran,3.0,1700000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Jakarta Pusat,Kemayoran,3.0,1700000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,2.0,1400000.0,4.6,2.0,1.0,Kos Putra,9.0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0
Jakarta Barat,Kecamatan Cengkareng,0.0,2500000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0
Jakarta Pusat,Kecamatan Senen,0.0,2999000.0,4.8,15.0,74.0,Kos Campur,9.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
Jakarta Utara,Tanjung Priok,2.0,1100000.0,0.0,0.0,7.0,Kos Campur,6.0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,0.0,2200000.0,0.0,0.0,1.0,Kos Putra,12.0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Jakarta Utara,Kelapa Gading,0.0,1500000.0,0.0,0.0,0.0,Kos Campur,9.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
Jakarta Utara,Kecamatan Kelapa Gading,1.0,1700000.0,0.0,0.0,1.0,Kos Campur,9.0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0
Jakarta Timur,Kecamatan Pulo Gadung,2.0,1600000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
Jakarta Barat,Kecamatan Grogol petamburan,0.0,1300000.0,0.0,0.0,0.0,Kos Campur,12.0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1
Jakarta Selatan,Kebayoran Baru,1.0,3500000.0,0.0,0.0,15.0,Kos Campur,15.0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1
Jakarta Selatan,Pancoran,0.0,2000000.0,0.0,0.0,0.0,Kos Putri,9.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1
Jakarta Utara,Kecamatan Cilincing,1.0,1500000.0,0.0,0.0,0.0,Kos Putra,9.0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0
Jakarta Pusat,Kemayoran,0.0,1300000.0,0.0,0.0,0.0,Kos Campur,10.5,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1
Jakarta Utara,Kecamatan Cilincing,0.0,1500000.0,5.0,1.0,10.0,Kos Campur,16.0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
Jakarta Utara,Kecamatan Penjaringan,0.0,1700000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1
Jakarta Selatan,Mampang Prapatan,2.0,1300000.0,5.0,1.0,1.0,Kos Campur,7.5,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
Jakarta Utara,Koja,1.0,1400000.0,0.0,0.0,5.0,Kos Campur,17.5,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
Jakarta Utara,Kelapa Gading,2.0,2000000.0,4.8,2.0,8.0,Kos Campur,9.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1
Jakarta Timur,Pulo Gadung,1.0,1200000.0,0.0,0.0,0.0,Kos Campur,12.0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0
Jakarta Utara,Kecamatan Tanjung Priok,2.0,900000.0,0.0,0.0,0.0,Kos Campur,12.0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Jakarta Timur,Cakung,1.0,1350000.0,0.0,0.0,0.0,Kos Putri,9.0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0
Jakarta Barat,Grogol petamburan,2.0,1600000.0,0.0,0.0,0.0,Kos Campur,9.0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
Jakarta Selatan,Kecamatan Cilandak,0.0,6499000.0,4.5,2.0,13.0,Kos Campur,25.0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
Jakarta Timur,Jatinegara,0.0,1975000.0,0.0,0.0,0.0,Kos Putra,9.0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0
Jakarta Utara,Tanjung Priok,0.0,850000.0,0.0,0.0,3.0,Kos Campur,15.0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Barat,Kembangan,2.0,2200000.0,0.0,0.0,5.0,Kos Campur,14.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
Jakarta Pusat,Menteng,1.0,4700000.0,0.0,0.0,0.0,Kos Campur,16.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0
Jakarta Pusat,Menteng,1.0,3750000.0,0.0,0.0,0.0,Kos Campur,13.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
Jakarta Pusat,Menteng,1.0,3500000.0,0.0,0.0,0.0,Kos Putri,30.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0
Jakarta Utara,Kecamatan Kelapa Gading,2.0,1550000.0,0.0,0.0,0.0,Kos Putri,9.0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
Jakarta Timur,Kecamatan Kramat jati,0.0,1500000.0,0.0,0.0,2.0,Kos Campur,9.0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
Jakarta Barat,Kecamatan Grogol petamburan,3.0,2600000.0,0.0,0.0,0.0,Kos Campur,12.0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1
Jakarta Utara,Tanjung Priok,2.0,860000.0,0.0,0.0,3.0,Kos Campur,9.360000000000001,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
Jakarta Barat,Kecamatan Cengkareng,0.0,1400000.0,0.0,0.0,0.0,Kos Putra,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakarta Utara,Tanjung Priok,1.0,1400000.0,0.0,0.0,6.0,Kos Putri,12.0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
Jakarta Utara,Kelapa Gading,1.0,2000000.0,0.0,0.0,0.0,Kos Putri,9.0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Jakarta Utara,Kelapa Gading,1.0,2100000.0,0.0,0.0,0.0,Kos Putri,9.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
Jakarta Utara,Tanjung Priok,1.0,1300000.0,0.0,0.0,1.0,Kos Campur,6.0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1
Jakarta Timur,Ciracas,0.0,1000000.0,0.0,0.0,1.0,Kos Campur,12.0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
Jakarta Utara,Koja,0.0,1600000.0,0.0,0.0,5.0,Kos Campur,12.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0
Jakarta Utara,Penjaringan,0.0,2300000.0,0.0,0.0,7.0,Kos Campur,9.0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1
Jakarta Selatan,Pasar Minggu,1.0,2500000.0,0.0,0.0,0.0,Kos Putri,16.0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0
Jakarta Barat,Kecamatan Grogol petamburan,1.0,2000000.0,0.0,0.0,7.0,Kos Putri,8.100000000000001,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1
Jakarta Utara,Kelapa Gading,2.0,1300000.0,3.4,1.0,9.0,Kos Campur,9.0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0
